Age,Word,C_freq,ld,dd,pkc
18,make,2043,0.642000000, 0.146618917,0.123460435
19,make,2242,0.654000000, 0.157362545,0.168319920
20,make,2524,0.676000000, 0.170844744,0.185809675
21,make,2862,0.708000000, 0.181167053,0.218255959
22,make,3151,0.736000000, 0.191910680,0.324748189
23,make,3497,0.750000000, 0.202864967,0.366965206
24,make,4500,0.808000000, 0.247103434,0.418198983
25,make,5198,0.836000000, 0.260796292,0.469917116
26,make,5726,0.844000000, 0.275753107,0.546649918
27,make,6210,0.852000000, 0.291763219,0.576880912
28,make,6822,0.866000000, 0.318095639,0.694655072
29,make,7689,0.880000000, 0.339372235,0.646497676
30,make,8400,0.892000000, 0.362123446,0.753003892
16,me,4803,0.800000000, 0.157994523,0.074161798
17,me,5248,0.810000000, 0.172319360,0.084952260
18,me,6080,0.836000000, 0.203918264,0.138865182
19,me,6722,0.856000000, 0.223298926,0.185017982
20,me,7453,0.870000000, 0.246471456,0.206473372
21,me,8417,0.886000000, 0.264166842,0.235927292
22,me,9317,0.894000000, 0.285864757,0.346620893
23,me,10171,0.908000000, 0.308826627,0.394872597
24,me,12144,0.922000000, 0.372235096,0.442997210
25,me,13308,0.928000000, 0.397514220,0.497748164
26,me,14624,0.932000000, 0.422372024,0.569125021
27,me,15834,0.938000000, 0.445333895,0.591114348
28,me,17180,0.942000000, 0.482409943,0.718376472
29,me,19049,0.950000000, 0.512323573,0.662889288
30,me,20966,0.956000000, 0.562881820,0.768057721
16,meat,144,0.208000000, 0.018538024,0.072679592
17,meat,154,0.220000000, 0.018959343,0.081359817
18,meat,196,0.248000000, 0.023593849,0.139276394
19,meat,203,0.260000000, 0.024857805,0.188458428
20,meat,214,0.274000000, 0.026332420,0.213514393
21,meat,226,0.280000000, 0.027175058,0.243437052
22,meat,239,0.296000000, 0.029281652,0.354234783
23,meat,249,0.306000000, 0.030545608,0.402585156
24,meat,288,0.330000000, 0.036654729,0.442803733
25,meat,309,0.336000000, 0.037918685,0.492810246
26,meat,330,0.358000000, 0.039393301,0.566919652
27,meat,348,0.358000000, 0.040235938,0.591852414
28,meat,381,0.368000000, 0.041289235,0.715612841
29,meat,422,0.382000000, 0.043185170,0.656575943
30,meat,438,0.388000000, 0.044238466,0.763666700
16,medicine,61,0.136000000, 0.004213187,0.065392418
17,medicine,61,0.136000000, 0.004213187,0.074980575
18,medicine,62,0.140000000, 0.004423847,0.129854123
19,medicine,65,0.146000000, 0.004845165,0.179193448
20,medicine,69,0.152000000, 0.005477143,0.198948512
21,medicine,115,0.200000000, 0.007162418,0.228361723
22,medicine,237,0.274000000, 0.009900990,0.348815029
23,medicine,256,0.298000000, 0.011796924,0.398309209
24,medicine,297,0.342000000, 0.013903518,0.450486276
25,medicine,348,0.368000000, 0.016642090,0.510909146
26,medicine,384,0.394000000, 0.018327365,0.580606166
27,medicine,392,0.400000000, 0.019380661,0.603641675
28,medicine,405,0.408000000, 0.021276596,0.728763249
29,medicine,421,0.418000000, 0.023383189,0.672877351
30,medicine,443,0.424000000, 0.025068464,0.777775149
16,melon,1,0.002000000, 0.000210659,0.087866109
17,melon,5,0.024000000, 0.001053297,0.168498168
18,melon,9,0.034000000, 0.001895934,0.247590006
19,melon,22,0.062000000, 0.002949231,0.298037072
20,melon,23,0.064000000, 0.003159890,0.340789809
21,melon,27,0.070000000, 0.004002528,0.370961009
22,melon,30,0.082000000, 0.004634506,0.451076923
23,melon,31,0.084000000, 0.004845165,0.515722912
24,melon,46,0.124000000, 0.005687803,0.511387958
25,melon,52,0.136000000, 0.006109122,0.550929998
26,melon,55,0.140000000, 0.006741100,0.615640852
27,melon,62,0.156000000, 0.007162418,0.618715305
28,melon,64,0.156000000, 0.007583737,0.734634509
29,melon,68,0.168000000, 0.008426375,0.681886432
30,melon,79,0.184000000, 0.009479671,0.781779661
16,milk,508,0.380000000, 0.030966926,0.096492612
17,milk,592,0.400000000, 0.035180114,0.121611112
18,milk,776,0.454000000, 0.044870444,0.191545071
19,milk,932,0.478000000, 0.054139456,0.247750623
20,milk,1025,0.506000000, 0.063408469,0.266911568
21,milk,1250,0.548000000, 0.071413524,0.294600337
22,milk,1459,0.600000000, 0.082789130,0.395262557
23,milk,1658,0.622000000, 0.093954076,0.442965042
24,milk,1839,0.656000000, 0.104065726,0.485342563
25,milk,2085,0.674000000, 0.114177375,0.529916940
26,milk,2195,0.682000000, 0.123657047,0.598399653
27,milk,2394,0.698000000, 0.133768696,0.621942103
28,milk,2578,0.714000000, 0.145144302,0.736324230
29,milk,2809,0.728000000, 0.156309248,0.684057264
30,milk,3027,0.734000000, 0.165788919,0.783128942
16,mine,161,0.248000000, 0.012218243,0.123234274
17,mine,266,0.288000000, 0.016642090,0.163355624
18,mine,418,0.360000000, 0.027596377,0.253867317
19,mine,510,0.410000000, 0.033284179,0.311320473
20,mine,581,0.436000000, 0.040446598,0.334138075
21,mine,679,0.470000000, 0.048662313,0.361953938
22,mine,795,0.494000000, 0.057931325,0.465488559
23,mine,919,0.538000000, 0.064040447,0.510562755
24,mine,1132,0.602000000, 0.075416052,0.543613380
25,mine,1262,0.620000000, 0.084685064,0.582409902
26,mine,1414,0.642000000, 0.095428692,0.634056654
27,mine,1542,0.652000000, 0.103644407,0.655679407
28,mine,1698,0.662000000, 0.114388035,0.764134298
29,mine,1920,0.698000000, 0.127027596,0.703818583
30,mine,2159,0.708000000, 0.145776280,0.797864046
16,mitten,3,0.012000000, 0.000421319,0.030160391
17,mitten,5,0.020000000, 0.000631978,0.117582418
18,mitten,6,0.026000000, 0.000842637,0.152391726
19,mitten,9,0.036000000, 0.001474616,0.230028599
20,mitten,13,0.050000000, 0.002317253,0.231044720
21,mitten,17,0.058000000, 0.002738572,0.261444191
22,mitten,19,0.058000000, 0.003159890,0.371489362
23,mitten,23,0.072000000, 0.003581209,0.394274809
24,mitten,23,0.072000000, 0.003581209,0.451612860
25,mitten,23,0.072000000, 0.003581209,0.496797514
26,mitten,38,0.102000000, 0.003791869,0.523765676
27,mitten,44,0.108000000, 0.004002528,0.543584803
28,mitten,88,0.154000000, 0.004634506,0.709569754
29,mitten,92,0.156000000, 0.005055825,0.660960567
30,mitten,93,0.158000000, 0.005266484,0.763703230
16,money,98,0.156000000, 0.007373078,0.133855495
17,money,121,0.176000000, 0.009479671,0.149557759
18,money,165,0.204000000, 0.012428902,0.214617709
19,money,247,0.254000000, 0.015378134,0.271159317
20,money,270,0.264000000, 0.016642090,0.289529221
21,money,297,0.288000000, 0.019170002,0.317196747
22,money,343,0.306000000, 0.021065936,0.409334734
23,money,416,0.328000000, 0.024015167,0.458664652
24,money,493,0.368000000, 0.026543080,0.497404408
25,money,548,0.386000000, 0.029913630,0.543680633
26,money,575,0.406000000, 0.032020223,0.616751588
27,money,603,0.418000000, 0.034758795,0.634281555
28,money,612,0.418000000, 0.035601432,0.760096947
29,money,696,0.444000000, 0.039393301,0.690248894
30,money,792,0.464000000, 0.042974510,0.790629675
16,monkey,286,0.282000000, 0.017274068,0.095949315
17,monkey,314,0.292000000, 0.019591321,0.115866318
18,monkey,378,0.330000000, 0.024647146,0.182325063
19,monkey,423,0.348000000, 0.029070992,0.236924909
20,monkey,490,0.372000000, 0.032020223,0.255080253
21,monkey,521,0.386000000, 0.034548136,0.286334416
22,monkey,595,0.412000000, 0.039393301,0.395130669
23,monkey,748,0.462000000, 0.045502423,0.440882555
24,monkey,959,0.540000000, 0.057299347,0.481093660
25,monkey,1005,0.548000000, 0.060248578,0.529176124
26,monkey,1066,0.552000000, 0.062355172,0.603127232
27,monkey,1119,0.556000000, 0.065515062,0.624143123
28,monkey,1208,0.576000000, 0.068464293,0.742257567
29,monkey,1268,0.592000000, 0.072466821,0.683445417
30,monkey,1296,0.594000000, 0.074784074,0.787877538
16,moon,331,0.298000000, 0.028017695,0.101459555
17,moon,371,0.318000000, 0.031177586,0.115956166
18,moon,510,0.350000000, 0.036444070,0.179583710
19,moon,568,0.382000000, 0.039393301,0.223530511
20,moon,664,0.406000000, 0.041921213,0.239785417
21,moon,721,0.420000000, 0.044449126,0.273704974
22,moon,809,0.436000000, 0.046977038,0.385793603
23,moon,861,0.452000000, 0.050558247,0.425077350
24,moon,1052,0.492000000, 0.063619128,0.468804398
25,moon,1077,0.500000000, 0.066147040,0.515274518
26,moon,1093,0.506000000, 0.067200337,0.586400475
27,moon,1118,0.506000000, 0.069728249,0.608201254
28,moon,1192,0.520000000, 0.073520118,0.727352670
29,moon,1249,0.524000000, 0.076048030,0.671048055
30,moon,1299,0.530000000, 0.078365283,0.775359330
16,moose,35,0.082000000, 0.002317253,0.107186808
17,moose,60,0.116000000, 0.002527912,0.131868132
18,moose,61,0.118000000, 0.002738572,0.193676106
19,moose,69,0.130000000, 0.003370550,0.237967477
20,moose,82,0.148000000, 0.004213187,0.244021676
21,moose,84,0.150000000, 0.004423847,0.266698448
22,moose,90,0.162000000, 0.005687803,0.375152284
23,moose,104,0.174000000, 0.006530440,0.414848677
24,moose,223,0.292000000, 0.015588793,0.423667278
25,moose,228,0.300000000, 0.016220771,0.471902729
26,moose,228,0.300000000, 0.016220771,0.549123959
27,moose,228,0.300000000, 0.016220771,0.568819743
28,moose,230,0.300000000, 0.016431430,0.695235952
29,moose,238,0.302000000, 0.017906046,0.639371658
30,moose,247,0.312000000, 0.018538024,0.745486726
16,mop,26,0.064000000, 0.001685275,0.054713862
17,mop,29,0.068000000, 0.002106594,0.063132945
18,mop,33,0.078000000, 0.002949231,0.131772827
19,mop,36,0.080000000, 0.003581209,0.182076622
20,mop,71,0.120000000, 0.005266484,0.191940985
21,mop,77,0.126000000, 0.006109122,0.224636406
22,mop,81,0.136000000, 0.006951759,0.333068182
23,mop,97,0.150000000, 0.007794396,0.370766584
24,mop,104,0.158000000, 0.008637034,0.421358711
25,mop,106,0.166000000, 0.009058353,0.476225385
26,mop,109,0.172000000, 0.009690331,0.556110097
27,mop,113,0.176000000, 0.009900990,0.582740708
28,mop,114,0.180000000, 0.010111649,0.716980847
29,mop,119,0.192000000, 0.010954287,0.654203633
30,mop,121,0.196000000, 0.011375606,0.763462380
16,more,3715,0.726000000, 0.150621445,0.092622634
17,more,3983,0.744000000, 0.164524963,0.105358765
18,more,4696,0.766000000, 0.195913208,0.170618425
19,more,5157,0.782000000, 0.215083210,0.222843254
20,more,5595,0.792000000, 0.239309037,0.243591001
21,more,6308,0.822000000, 0.257636402,0.277891016
22,more,7012,0.854000000, 0.278912998,0.386043515
23,more,7655,0.874000000, 0.297451022,0.434978600
24,more,8870,0.900000000, 0.350958500,0.472616069
25,more,9580,0.908000000, 0.368021909,0.522863512
26,more,10162,0.926000000, 0.386349273,0.593836858
27,more,10703,0.928000000, 0.402570044,0.614635810
28,more,11312,0.938000000, 0.430798399,0.731265021
29,more,12150,0.940000000, 0.452706973,0.676521920
30,more,13172,0.946000000, 0.495049505,0.777492075
16,mouse,130,0.204000000, 0.012428902,0.097068589
17,mouse,160,0.214000000, 0.014956815,0.109251956
18,mouse,208,0.232000000, 0.018116705,0.166946722
19,mouse,277,0.258000000, 0.022329893,0.205918050
20,mouse,371,0.318000000, 0.027175058,0.231411152
21,mouse,471,0.358000000, 0.032020223,0.263209074
22,mouse,592,0.382000000, 0.035180114,0.371150907
23,mouse,656,0.398000000, 0.037918685,0.413090933
24,mouse,784,0.420000000, 0.044449126,0.452159799
25,mouse,832,0.430000000, 0.046977038,0.496234542
26,mouse,889,0.442000000, 0.049715610,0.570323358
27,mouse,1053,0.478000000, 0.054350116,0.601162755
28,mouse,1107,0.490000000, 0.057088688,0.723406757
29,mouse,1208,0.506000000, 0.062565831,0.668279415
30,mouse,1235,0.510000000, 0.064040447,0.774441686
16,mouth,1487,0.536000000, 0.101537813,0.068761614
17,mouth,1546,0.546000000, 0.105540341,0.078019195
18,mouth,1790,0.574000000, 0.121129134,0.130513771
19,mouth,1865,0.586000000, 0.126816937,0.174405038
20,mouth,1947,0.610000000, 0.135032652,0.194779026
21,mouth,2008,0.632000000, 0.142195071,0.222662559
22,mouth,2090,0.638000000, 0.148725511,0.328048169
23,mouth,2193,0.648000000, 0.156519907,0.376603275
24,mouth,2447,0.672000000, 0.175689909,0.427180329
25,mouth,2523,0.684000000, 0.182431009,0.479137943
26,mouth,2609,0.692000000, 0.187908153,0.552805191
27,mouth,2675,0.694000000, 0.193385296,0.580082954
28,mouth,2797,0.698000000, 0.205182220,0.702941189
29,mouth,2938,0.714000000, 0.215504529,0.651835439
30,mouth,3150,0.732000000, 0.235095850,0.759112553
16,much,925,0.452000000, 0.088266273,0.056380569
17,much,957,0.458000000, 0.092058142,0.063783125
18,much,1091,0.488000000, 0.105540341,0.104392322
19,much,1131,0.500000000, 0.110806825,0.144376791
20,much,1199,0.508000000, 0.117758584,0.162937617
21,much,1271,0.526000000, 0.124710343,0.189883687
22,much,1331,0.534000000, 0.131451443,0.288225115
23,much,1382,0.544000000, 0.136717927,0.332857215
24,much,1672,0.572000000, 0.162839688,0.373601935
25,much,1758,0.584000000, 0.171055403,0.426819036
26,much,1821,0.596000000, 0.177585844,0.506271737
27,much,1901,0.602000000, 0.186012218,0.534449501
28,much,1985,0.610000000, 0.195281230,0.657811683
29,much,2125,0.626000000, 0.205814198,0.610124677
30,much,2265,0.646000000, 0.217611123,0.719799595
16,muffin,10,0.042000000, 0.001263956,0.107360213
17,muffin,10,0.042000000, 0.001263956,0.119380619
18,muffin,18,0.054000000, 0.001685275,0.155497126
19,muffin,23,0.068000000, 0.002317253,0.170538768
20,muffin,23,0.068000000, 0.002317253,0.189537658
21,muffin,29,0.076000000, 0.002527912,0.212671989
22,muffin,35,0.082000000, 0.003370550,0.329015152
23,muffin,37,0.092000000, 0.003791869,0.354755519
24,muffin,148,0.222000000, 0.010954287,0.432735685
25,muffin,159,0.228000000, 0.011796924,0.489998018
26,muffin,161,0.228000000, 0.012007584,0.562155380
27,muffin,182,0.244000000, 0.013271540,0.590340451
28,muffin,192,0.252000000, 0.014114177,0.712816217
29,muffin,209,0.262000000, 0.015799452,0.657960681
30,muffin,239,0.272000000, 0.016852749,0.766391164
16,my,3120,0.734000000, 0.125974300,0.082376143
17,my,3367,0.748000000, 0.135664630,0.097017475
18,my,3780,0.774000000, 0.155466610,0.157851236
19,my,4160,0.784000000, 0.172108700,0.210608071
20,my,4496,0.796000000, 0.188540131,0.230740149
21,my,5117,0.838000000, 0.208131451,0.266752143
22,my,5980,0.860000000, 0.229408047,0.374388819
23,my,7236,0.892000000, 0.254476511,0.427446647
24,my,8920,0.918000000, 0.308194649,0.475347241
25,my,10183,0.922000000, 0.335580367,0.529128181
26,my,11556,0.934000000, 0.362755424,0.595169836
27,my,12989,0.950000000, 0.387191911,0.619346830
28,my,14241,0.962000000, 0.417526859,0.742065576
29,my,16219,0.972000000, 0.450600379,0.689358102
30,my,17965,0.978000000, 0.497788077,0.787143220
16,myself,37,0.092000000, 0.006319781,0.066017444
17,myself,39,0.094000000, 0.006741100,0.077201280
18,myself,47,0.110000000, 0.008426375,0.131399166
19,myself,56,0.122000000, 0.009690331,0.173127212
20,myself,59,0.132000000, 0.010322309,0.188668584
21,myself,71,0.148000000, 0.012218243,0.221612913
22,myself,78,0.152000000, 0.013060881,0.330568182
23,myself,97,0.176000000, 0.016220771,0.376917315
24,myself,121,0.208000000, 0.020644618,0.428111571
25,myself,145,0.226000000, 0.024647146,0.484912599
26,myself,173,0.256000000, 0.029070992,0.551650218
27,myself,186,0.268000000, 0.031598905,0.584306319
28,myself,210,0.294000000, 0.034548136,0.708266647
29,myself,242,0.314000000, 0.040025279,0.652683483
30,myself,286,0.336000000, 0.046977038,0.758837035
16,nail,11,0.040000000, 0.001895934,0.059922295
17,nail,14,0.050000000, 0.002317253,0.088343030
18,nail,19,0.056000000, 0.002738572,0.148020362
19,nail,23,0.060000000, 0.003370550,0.187094004
20,nail,24,0.068000000, 0.003581209,0.203851780
21,nail,26,0.068000000, 0.003791869,0.236453202
22,nail,31,0.072000000, 0.004423847,0.352758621
23,nail,34,0.082000000, 0.004845165,0.425600177
24,nail,44,0.102000000, 0.005898462,0.450725302
25,nail,56,0.116000000, 0.006319781,0.490673738
26,nail,67,0.152000000, 0.007583737,0.556614174
27,nail,76,0.166000000, 0.008005056,0.590909816
28,nail,81,0.168000000, 0.008637034,0.717088523
29,nail,85,0.176000000, 0.008847693,0.658301768
30,nail,96,0.180000000, 0.010111649,0.769180532
16,napkin,36,0.112000000, 0.001895934,0.119642310
17,napkin,41,0.122000000, 0.002738572,0.133270984
18,napkin,48,0.134000000, 0.003791869,0.199670556
19,napkin,70,0.154000000, 0.004423847,0.219850416
20,napkin,94,0.172000000, 0.005055825,0.243500202
21,napkin,124,0.204000000, 0.006741100,0.251070543
22,napkin,140,0.226000000, 0.009269012,0.360474138
23,napkin,164,0.256000000, 0.011586265,0.407102305
24,napkin,174,0.266000000, 0.013271540,0.459287225
25,napkin,187,0.272000000, 0.014746155,0.510651045
26,napkin,215,0.286000000, 0.017274068,0.582409919
27,napkin,243,0.296000000, 0.019591321,0.600421999
28,napkin,260,0.304000000, 0.021908574,0.726914454
29,napkin,277,0.322000000, 0.023593849,0.667453158
30,napkin,415,0.364000000, 0.038550664,0.777403460
16,naughty,16,0.046000000, 0.002106594,0.067954274
17,naughty,16,0.046000000, 0.002106594,0.083594976
18,naughty,17,0.050000000, 0.002317253,0.129251204
19,naughty,42,0.062000000, 0.002738572,0.133615795
20,naughty,42,0.062000000, 0.002738572,0.138485602
21,naughty,50,0.070000000, 0.003581209,0.156041727
22,naughty,67,0.094000000, 0.004213187,0.255069930
23,naughty,70,0.096000000, 0.004634506,0.320094904
24,naughty,77,0.108000000, 0.005477143,0.353716846
25,naughty,83,0.114000000, 0.006319781,0.399241597
26,naughty,86,0.118000000, 0.006951759,0.446661976
27,naughty,98,0.126000000, 0.007373078,0.484804329
28,naughty,119,0.144000000, 0.009058353,0.578783341
29,naughty,123,0.152000000, 0.009900990,0.545222338
30,naughty,136,0.162000000, 0.011375606,0.652045198
16,need,776,0.504000000, 0.056456710,0.076097857
17,need,844,0.520000000, 0.060459237,0.085280895
18,need,1003,0.560000000, 0.072677481,0.142283502
19,need,1112,0.588000000, 0.078997261,0.186682943
20,need,1263,0.608000000, 0.086159680,0.204182889
21,need,1415,0.632000000, 0.094375395,0.238275384
22,need,1631,0.678000000, 0.105961660,0.344981017
23,need,1839,0.704000000, 0.117337266,0.385921461
24,need,2272,0.724000000, 0.145144302,0.436388920
25,need,2572,0.742000000, 0.159047820,0.491632795
26,need,2862,0.756000000, 0.173793975,0.565696024
27,need,3113,0.774000000, 0.186433537,0.588533433
28,need,3386,0.790000000, 0.204128924,0.710654783
29,need,3911,0.804000000, 0.222456288,0.657426969
30,need,4299,0.816000000, 0.244154203,0.760173739
16,new,527,0.348000000, 0.057299347,0.085899202
17,new,566,0.368000000, 0.061091216,0.099878276
18,new,670,0.404000000, 0.068674953,0.153622135
19,new,725,0.426000000, 0.074784074,0.199380577
20,new,778,0.444000000, 0.079207921,0.220116633
21,new,843,0.454000000, 0.083210449,0.249219639
22,new,961,0.482000000, 0.089740889,0.350764706
23,new,1100,0.506000000, 0.096060670,0.406392022
24,new,1366,0.558000000, 0.118179903,0.429835447
25,new,1584,0.578000000, 0.125763640,0.486248100
26,new,1732,0.596000000, 0.133136718,0.552208492
27,new,1899,0.614000000, 0.142195071,0.580335489
28,new,2074,0.634000000, 0.152938698,0.701575493
29,new,2260,0.662000000, 0.164524963,0.653060503
30,new,2418,0.682000000, 0.176111228,0.757860631
16,nice,1466,0.584000000, 0.089530230,0.076827268
17,nice,1574,0.606000000, 0.096903307,0.088244021
18,nice,1823,0.646000000, 0.115230672,0.145864867
19,nice,1979,0.670000000, 0.126606278,0.195631222
20,nice,2285,0.702000000, 0.143459027,0.222111979
21,nice,2563,0.720000000, 0.155887929,0.245865572
22,nice,2784,0.730000000, 0.168316832,0.352908587
23,nice,2977,0.748000000, 0.180745734,0.405490050
24,nice,3329,0.776000000, 0.209816726,0.450892871
25,nice,3508,0.784000000, 0.221402991,0.505594438
26,nice,3716,0.794000000, 0.233621234,0.573229631
27,nice,3925,0.800000000, 0.247524752,0.595304584
28,nice,4210,0.814000000, 0.264798820,0.719348181
29,nice,4518,0.826000000, 0.281440910,0.664307477
30,nice,4856,0.834000000, 0.301032231,0.768088741
16,noise,741,0.398000000, 0.069306931,0.061364338
17,noise,767,0.410000000, 0.070360228,0.066625944
18,noise,802,0.422000000, 0.074994734,0.107686655
19,noise,853,0.428000000, 0.078154624,0.148600931
20,noise,957,0.460000000, 0.083421108,0.169326401
21,noise,1132,0.480000000, 0.089108911,0.199649957
22,noise,1212,0.496000000, 0.093322098,0.305345811
23,noise,1245,0.510000000, 0.096692648,0.349085682
24,noise,1308,0.522000000, 0.104065726,0.396355210
25,noise,1362,0.530000000, 0.109332210,0.451332232
26,noise,1401,0.534000000, 0.113334738,0.528902074
27,noise,1446,0.534000000, 0.117969244,0.553292812
28,noise,1521,0.550000000, 0.123446387,0.679093599
29,noise,1612,0.564000000, 0.129555509,0.628830134
30,noise,1634,0.566000000, 0.132715399,0.737327676
16,none,100,0.178000000, 0.017274068,0.052172862
17,none,102,0.180000000, 0.017484727,0.056750578
18,none,111,0.194000000, 0.018748683,0.088026342
19,none,115,0.198000000, 0.019591321,0.128912358
20,none,115,0.198000000, 0.019591321,0.139704477
21,none,116,0.200000000, 0.019801980,0.161024033
22,none,122,0.200000000, 0.020855277,0.249781977
23,none,123,0.204000000, 0.021065936,0.291940862
24,none,145,0.218000000, 0.023804508,0.320698260
25,none,149,0.220000000, 0.024647146,0.376841249
26,none,154,0.220000000, 0.025068464,0.449061238
27,none,161,0.228000000, 0.025911102,0.475358494
28,none,168,0.234000000, 0.026964399,0.593368583
29,none,175,0.238000000, 0.028439014,0.551424242
30,none,193,0.246000000, 0.030545608,0.656833619
16,noodle,76,0.142000000, 0.003159890,0.079527582
17,noodle,76,0.142000000, 0.003159890,0.088041982
18,noodle,82,0.150000000, 0.003581209,0.143650274
19,noodle,83,0.150000000, 0.003791869,0.188862682
20,noodle,83,0.150000000, 0.003791869,0.215164398
21,noodle,86,0.150000000, 0.004213187,0.237376847
22,noodle,86,0.150000000, 0.004213187,0.345875000
23,noodle,87,0.150000000, 0.004423847,0.393129771
24,noodle,93,0.156000000, 0.004845165,0.441222682
25,noodle,97,0.158000000, 0.005266484,0.491668976
26,noodle,119,0.168000000, 0.006109122,0.554037204
27,noodle,122,0.174000000, 0.006319781,0.583695010
28,noodle,122,0.174000000, 0.006319781,0.710419629
29,noodle,126,0.180000000, 0.006951759,0.651727358
30,noodle,127,0.180000000, 0.007162418,0.764308727
16,nose,1112,0.506000000, 0.064461765,0.094515872
17,nose,1221,0.524000000, 0.073309459,0.108903187
18,nose,1409,0.568000000, 0.086580999,0.174534707
19,nose,1530,0.580000000, 0.094796714,0.233247785
20,nose,1630,0.598000000, 0.104065726,0.251536950
21,nose,1737,0.620000000, 0.110174847,0.276035011
22,nose,1884,0.628000000, 0.118390562,0.383356393
23,nose,1966,0.634000000, 0.126395618,0.430253395
24,nose,2069,0.646000000, 0.135875290,0.473940499
25,nose,2211,0.666000000, 0.144091005,0.523202961
26,nose,2326,0.674000000, 0.150410786,0.588056165
27,nose,2480,0.682000000, 0.157362545,0.615931530
28,nose,2604,0.698000000, 0.166631557,0.731010607
29,nose,2784,0.710000000, 0.176321888,0.678263026
30,nose,2906,0.718000000, 0.184958921,0.778530712
16,not,4970,0.750000000, 0.173583316,0.063482984
17,not,5301,0.764000000, 0.183062987,0.072756804
18,not,6227,0.806000000, 0.213397936,0.119466629
19,not,6717,0.830000000, 0.231093322,0.163071581
20,not,7283,0.848000000, 0.250684643,0.182197037
21,not,7890,0.858000000, 0.264377502,0.208699861
22,not,8481,0.878000000, 0.282915526,0.312906866
23,not,9053,0.882000000, 0.301453550,0.359298306
24,not,10629,0.898000000, 0.355382347,0.404261265
25,not,11377,0.906000000, 0.374763008,0.454589308
26,not,12170,0.910000000, 0.396460923,0.533943634
27,not,12990,0.922000000, 0.416262903,0.560163923
28,not,13944,0.928000000, 0.448704445,0.683493506
29,not,15276,0.938000000, 0.474615547,0.633893945
30,not,16569,0.944000000, 0.518854013,0.741168250
16,nut,25,0.064000000, 0.001474616,0.127046571
17,nut,35,0.074000000, 0.002527912,0.138233351
18,nut,51,0.090000000, 0.003791869,0.226914698
19,nut,114,0.144000000, 0.004213187,0.197123739
20,nut,119,0.146000000, 0.005055825,0.214642408
21,nut,119,0.146000000, 0.005055825,0.244888618
22,nut,127,0.156000000, 0.006109122,0.350676230
23,nut,129,0.162000000, 0.006319781,0.406030534
24,nut,138,0.174000000, 0.007583737,0.457804808
25,nut,139,0.178000000, 0.007794396,0.497881799
26,nut,141,0.180000000, 0.008215715,0.577542752
27,nut,142,0.184000000, 0.008426375,0.594215801
28,nut,153,0.190000000, 0.009269012,0.721904426
29,nut,174,0.206000000, 0.010743628,0.669838885
30,nut,190,0.224000000, 0.011375606,0.781384941
16,of,7611,0.798000000, 0.174425953,0.059034365
17,of,7986,0.822000000, 0.183273647,0.067008011
18,of,9257,0.848000000, 0.213397936,0.108592198
19,of,9798,0.858000000, 0.226669475,0.150516586
20,of,10438,0.868000000, 0.243943543,0.168333706
21,of,11109,0.888000000, 0.258479039,0.193497820
22,of,11842,0.902000000, 0.274067832,0.295800952
23,of,12498,0.912000000, 0.289445966,0.340514942
24,of,15522,0.926000000, 0.345270697,0.380043528
25,of,16473,0.938000000, 0.362123446,0.430768654
26,of,17452,0.948000000, 0.378765536,0.515469461
27,of,18356,0.952000000, 0.395196967,0.539792279
28,of,19481,0.964000000, 0.424057299,0.662379463
29,of,20967,0.974000000, 0.445755214,0.614346145
30,of,22312,0.976000000, 0.484516537,0.722406906
16,off,2022,0.634000000, 0.101537813,0.071757142
17,off,2281,0.654000000, 0.111438803,0.085160440
18,off,2637,0.682000000, 0.130819465,0.144437124
19,off,2917,0.710000000, 0.143880345,0.191121171
20,off,3263,0.740000000, 0.160311776,0.215122496
21,off,3617,0.760000000, 0.174636613,0.241736309
22,off,4024,0.772000000, 0.190857384,0.352485571
23,off,4425,0.788000000, 0.206446177,0.398496770
24,off,5196,0.826000000, 0.245418159,0.441040403
25,off,5711,0.830000000, 0.260374974,0.491655220
26,off,6112,0.846000000, 0.276806404,0.563943024
27,off,6581,0.860000000, 0.291341900,0.588172100
28,off,7040,0.872000000, 0.312197177,0.710846894
29,off,7718,0.888000000, 0.331577839,0.656214025
30,off,8311,0.900000000, 0.357278281,0.760423794
16,old,347,0.348000000, 0.038129345,0.084595479
17,old,373,0.360000000, 0.039814620,0.094013931
18,old,446,0.388000000, 0.045923741,0.144803847
19,old,505,0.402000000, 0.050347588,0.184523353
20,old,556,0.416000000, 0.054560775,0.202345514
21,old,595,0.422000000, 0.058141984,0.226407885
22,old,651,0.436000000, 0.062565831,0.322939163
23,old,710,0.458000000, 0.067200337,0.368850123
24,old,850,0.488000000, 0.081314514,0.408363362
25,old,927,0.502000000, 0.086370339,0.459453138
26,old,1027,0.518000000, 0.092268801,0.528601963
27,old,1097,0.534000000, 0.097113967,0.554601360
28,old,1177,0.542000000, 0.103644407,0.674314466
29,old,1262,0.564000000, 0.111438803,0.626693744
30,old,1331,0.576000000, 0.118179903,0.735892854
16,on,11322,0.864000000, 0.192121340,0.070197563
17,on,12274,0.876000000, 0.207710133,0.080462568
18,on,13957,0.902000000, 0.242047609,0.132885069
19,on,15367,0.910000000, 0.262692227,0.180109739
20,on,16869,0.930000000, 0.287550032,0.198245190
21,on,18649,0.938000000, 0.306930693,0.227109488
22,on,20330,0.946000000, 0.327575311,0.335886628
